Sequence	Result
AFQSIAC.ASHL	CLEAVED
AFQSICC.ASHL	CLEAVED
ASHTKIC.ASHL	CLEAVED
AQTTHSC.ASHL	CLEAVED
AISTQAC.ASHL	CLEAVED
ASEQLAC.ASHL	CLEAVED
ADFLDYC.ASHL	CLEAVED
ADFLDDC.ASHL	CLEAVED
ADEIVEC.ASHL	CLEAVED
ADEIVDC.ASHL	CLEAVED
ADEIVVC.ASHL	CLEAVED
AHYDALC.ASHL	CLEAVED
AYTALNC.ASHL	CLEAVED
APCTQPC.ASHL	CLEAVED
ASMTREC.ASHL	CLEAVED
APLHPCC.ASHL	CLEAVED
AMTTQYC.ASHL	CLEAVED
ADPEKCC.ASHL	CLEAVED
APRTRLC.ASHL	CLEAVED
ATYSVAC.ASHL	CLEAVED
ATYSVPC.ASHL	CLEAVED
AHSNHTC.ASHL	CLEAVED
ALSYQDC.ASHL	CLEAVED
ACSQIHC.ASHL	CLEAVED
ARITYTC.ASHL	CLEAVED
ACDLVPC.ASHL	CLEAVED
AYITDPC.ASHL	CLEAVED
AGQKVCC.ASHL	CLEAVED
ASDLTHC.ASHL	CLEAVED
AQTMHTC.ASHL	CLEAVED
ASSTQEC.ASHL	CLEAVED
ASNYSPC.ASHL	CLEAVED
ASNSILC.ASHL	CLEAVED
AQATLNC.ASHL	CLEAVED
AHAQSHC.ASHL	CLEAVED
ALGLTPC.ASHL	CLEAVED
AQVNVQC.ASHL	CLEAVED
ALQLTSC.ASHL	CLEAVED
AEHKVDC.ASHL	CLEAVED
AQSSIAC.ASHL	CLEAVED
AYTTAYC.ASHL	CLEAVED
AQYTKDC.ASHL	CLEAVED
ATIHTDC.ASHL	CLEAVED
ATTIETC.ASHL	CLEAVED
AYVLDYC.ASHL	CLEAVED
AYLTMAC.ASHL	CLEAVED
APTQVVC.ASHL	CLEAVED
AVELDDC.ASHL	CLEAVED
AHSIVPC.ASHL	CLEAVED
ANNPVLC.ASHL	CLEAVED
AQYIHPC.ASHL	CLEAVED
AGSLASC.ASHL	CLEAVED
ASCTQNC.ASHL	CLEAVED
ADRNHSC.ASHL	CLEAVED
ALNLTPC.ASHL	CLEAVED
AFYILYC.ASHL	CLEAVED
AHWLEPC.ASHL	CLEAVED
ASYLHHC.ASHL	CLEAVED
AQTCTLC.ASHL	CLEAVED
APTSLMC.ASHL	CLEAVED
ASNLRPC.ASHL	CLEAVED
AQTYITC.ASHL	CLEAVED
AHTIAPC.ASHL	CLEAVED
ACETLTC.ASHL	CLEAVED
ATSYIQC.ASHL	CLEAVED
AHYMYDC.ASHL	CLEAVED
ATTKINC.ASHL	CLEAVED
ADYLDAC.ASHL	CLEAVED
AYTIQHC.ASHL	CLEAVED
ATFCKPC.ASHL	CLEAVED
ASDTYWC.ASHL	CLEAVED
ATGPANC.ASHL	CLEAVED
APSFARC.ASHL	CLEAVED
APSVLPC.ASHL	CLEAVED
ADYKDDC.ASHL	CLEAVED
ANYYITC.ASHL	CLEAVED
APADLDC.ASHL	CLEAVED
AVLIEEC.ASHL	CLEAVED
ADAYNKC.ASHL	CLEAVED
AHFSAVC.ASHL	CLEAVED
APSYANC.ASHL	CLEAVED
AKTWAIC.ASHL	CLEAVED
AHRTTAC.ASHL	CLEAVED
AYTTHPC.ASHL	CLEAVED
ASTHALC.ASHL	CLEAVED
APKPMLC.ASHL	CLEAVED
ARIHVTC.ASHL	CLEAVED
APKIVSC.ASHL	CLEAVED
APKIVPC.ASHL	CLEAVED
AITYAPC.ASHL	CLEAVED
AEVSHFC.ASHL	CLEAVED
AKLEVPC.ASHL	CLEAVED
ATDIDNC.ASHL	CLEAVED
ASNCHNC.ASHL	CLEAVED
AQRIHHC.ASHL	CLEAVED
ASRQYNC.ASHL	CLEAVED
ATTLTTC.ASHL	CLEAVED
ATTLTPC.ASHL	CLEAVED
ATTLTHC.ASHL	CLEAVED
APCWTTC.ASHL	CLEAVED
AYKTVTC.ASHL	CLEAVED
AQLLTNC.ASHL	CLEAVED
ALTPMQC.ASHL	CLEAVED
ADHMDYC.ASHL	CLEAVED
AQTQQNC.ASHL	CLEAVED
ALSNAPC.ASHL	CLEAVED
APNITLC.ASHL	CLEAVED
AYTLMTC.ASHL	CLEAVED
ADYFDDC.ASHL	CLEAVED
AFTIAAC.ASHL	CLEAVED
AASAVPC.ASHL	CLEAVED
AYILLNC.ASHL	CLEAVED
ANVLSNC.ASHL	CLEAVED
ARSHPGC.ASHL	CLEAVED
AKSQMIC.ASHL	CLEAVED
APCVETC.ASHL	CLEAVED
AHNLNLC.ASHL	CLEAVED
ALTSSYC.ASHL	CLEAVED
ANDPTPC.ASHL	CLEAVED
ALTTSYC.ASHL	CLEAVED
ASITKNC.ASHL	CLEAVED
APSSVRC.ASHL	CLEAVED
AVLMVDC.ASHL	CLEAVED
AKTTWSC.ASHL	CLEAVED
ALETIMC.ASHL	CLEAVED
AIDQWPC.ASHL	CLEAVED
ADYMEYC.ASHL	CLEAVED
ADYMEVC.ASHL	CLEAVED
ADYMELC.ASHL	CLEAVED
ADYMEDC.ASHL	CLEAVED
ANTTKLC.ASHL	CLEAVED
ASYSIEC.ASHL	CLEAVED
ASLQQMC.ASHL	CLEAVED
AKIQFNC.ASHL	CLEAVED
ADEMDVC.ASHL	CLEAVED
ADEMDYC.ASHL	CLEAVED
ADEMDDC.ASHL	CLEAVED
ADEMDLC.ASHL	CLEAVED
AHDRTLC.ASHL	CLEAVED
AMYTNCC.ASHL	CLEAVED
AMTYHHC.ASHL	CLEAVED
AGQPQPC.ASHL	CLEAVED
AFVMDDC.ASHL	CLEAVED
AFVMDEC.ASHL	CLEAVED
AYEMELC.ASHL	CLEAVED
ANEEAIC.ASHL	CLEAVED
AHNITNC.ASHL	CLEAVED
AHPTLNC.ASHL	CLEAVED
AALLTTC.ASHL	CLEAVED
AISQNLC.ASHL	CLEAVED
ASYNSEC.ASHL	CLEAVED
ATSTKCC.ASHL	CLEAVED
ANKTIQC.ASHL	CLEAVED
AQTLRSC.ASHL	CLEAVED
AHTTHHC.ASHL	CLEAVED
ANSMTNC.ASHL	CLEAVED
ATTKQLC.ASHL	CLEAVED
ATTLSSC.ASHL	CLEAVED
APTYAHC.ASHL	CLEAVED
ADHQSLC.ASHL	CLEAVED
AYTMNHC.ASHL	CLEAVED
ADDAPPC.ASHL	CLEAVED
ATDARQC.ASHL	CLEAVED
AHCLTHC.ASHL	CLEAVED
AQHTVLC.ASHL	CLEAVED
AQHTVAC.ASHL	CLEAVED
ANTVSEC.ASHL	CLEAVED
AWNHTNC.ASHL	CLEAVED
AMYTKLC.ASHL	CLEAVED
APYTHFC.ASHL	CLEAVED
ALTAIAC.ASHL	CLEAVED
ALTAIGC.ASHL	CLEAVED
ATMTDCC.ASHL	CLEAVED
ALTAISC.ASHL	CLEAVED
ASIYTLC.ASHL	CLEAVED
ANMVYDC.ASHL	CLEAVED
ATSPELC.ASHL	CLEAVED
ACVTYAC.ASHL	CLEAVED
ASSTICC.ASHL	CLEAVED
AYYISTC.ASHL	CLEAVED
AQATTPC.ASHL	CLEAVED
ADDFYDC.ASHL	CLEAVED
ARLLTMC.ASHL	CLEAVED
ARSYVWC.ASHL	CLEAVED
APVTQHC.ASHL	CLEAVED
AEQVKLC.ASHL	CLEAVED
AQNEYTC.ASHL	CLEAVED
AKTLVAC.ASHL	CLEAVED
ALKTSPC.ASHL	CLEAVED
ATQPIAC.ASHL	CLEAVED
AYYLYDC.ASHL	CLEAVED
AYYLYEC.ASHL	CLEAVED
AYYLYVC.ASHL	CLEAVED
AILTQTC.ASHL	CLEAVED
AGYMVTC.ASHL	CLEAVED
AVYIEDC.ASHL	CLEAVED
ANAGILC.ASHL	CLEAVED
ASKIPCC.ASHL	CLEAVED
AGYTHRC.ASHL	CLEAVED
AAVDMPC.ASHL	CLEAVED
ATKQHEC.ASHL	CLEAVED
ATMNVNC.ASHL	CLEAVED
ADMTYDC.ASHL	CLEAVED
AVDMHYC.ASHL	CLEAVED
ADEVEEC.ASHL	CLEAVED
AYHYRPC.ASHL	CLEAVED
AYHYRTC.ASHL	CLEAVED
AVDMHEC.ASHL	CLEAVED
ASNMTNC.ASHL	CLEAVED
AMYIATC.ASHL	CLEAVED
ACISQLC.ASHL	CLEAVED
AWTIENC.ASHL	CLEAVED
AAATEHC.ASHL	CLEAVED
ALSLTQC.ASHL	CLEAVED
ALSLTVC.ASHL	CLEAVED
AFYIDEC.ASHL	CLEAVED
AFYIDDC.ASHL	CLEAVED
AGITIPC.ASHL	CLEAVED
ACVMLSC.ASHL	CLEAVED
ASKLHPC.ASHL	CLEAVED
AQIAHPC.ASHL	CLEAVED
AQTYQHC.ASHL	CLEAVED
ANQSQLC.ASHL	CLEAVED
ADINIPC.ASHL	CLEAVED
ALSTLLC.ASHL	CLEAVED
ATSITNC.ASHL	CLEAVED
ASDTQNC.ASHL	CLEAVED
APYYVQC.ASHL	CLEAVED
ADLIFDC.ASHL	CLEAVED
AFAQVNC.ASHL	CLEAVED
AEMALPC.ASHL	CLEAVED
ANSLQTC.ASHL	CLEAVED
AHRTLIC.ASHL	CLEAVED
ACVIRQC.ASHL	CLEAVED
AQSHYQC.ASHL	CLEAVED
ATDVNNC.ASHL	CLEAVED
AQHSIPC.ASHL	CLEAVED
AFYIYDC.ASHL	CLEAVED
AATTIAC.ASHL	CLEAVED
AQHHTLC.ASHL	CLEAVED
ADAESMC.ASHL	CLEAVED
ANVDTNC.ASHL	CLEAVED
AVNTANC.ASHL	CLEAVED
ALTLHPC.ASHL	CLEAVED
ALTLHTC.ASHL	CLEAVED
AWSMHPC.ASHL	CLEAVED
AYTFTNC.ASHL	CLEAVED
AFLMEDC.ASHL	CLEAVED
ATRNIDC.ASHL	CLEAVED
ALFLSPC.ASHL	CLEAVED
ATHHQVC.ASHL	CLEAVED
ANYHSPC.ASHL	CLEAVED
ARYYTLC.ASHL	CLEAVED
ADLIYDC.ASHL	CLEAVED
ADDLALC.ASHL	CLEAVED
ATTPVDC.ASHL	CLEAVED
APHFQNC.ASHL	CLEAVED
AHKHSPC.ASHL	CLEAVED
ALLIHSC.ASHL	CLEAVED
AFTVDPC.ASHL	CLEAVED
ATHYDNC.ASHL	CLEAVED
ARTIQPC.ASHL	CLEAVED
ADAHLCC.ASHL	CLEAVED
ADQQQTC.ASHL	CLEAVED
ALHSTNC.ASHL	CLEAVED
AEEMEEC.ASHL	CLEAVED
AQQDITC.ASHL	CLEAVED
AFYMYDC.ASHL	CLEAVED
ANIYTEC.ASHL	CLEAVED
ATDLQEC.ASHL	CLEAVED
AHQIITC.ASHL	CLEAVED
AKGYNTC.ASHL	CLEAVED
ANQIYDC.ASHL	CLEAVED
APNTILC.ASHL	CLEAVED
APNTITC.ASHL	CLEAVED
APAHYAC.ASHL	CLEAVED
AAELIAC.ASHL	CLEAVED
AVEIVEC.ASHL	CLEAVED
AYTVNPC.ASHL	CLEAVED
AYYMNYC.ASHL	CLEAVED
ATTALNC.ASHL	CLEAVED
APWSETC.ASHL	CLEAVED
ASTTTYC.ASHL	CLEAVED
ADEMLEC.ASHL	CLEAVED
ADEMLVC.ASHL	CLEAVED
AVVIEEC.ASHL	CLEAVED
AMTYPCC.ASHL	CLEAVED
APQTKPC.ASHL	CLEAVED
AIYTHYC.ASHL	CLEAVED
AWNMTMC.ASHL	CLEAVED
ASYTAYC.ASHL	CLEAVED
AHQHPPC.ASHL	CLEAVED
AETTNLC.ASHL	CLEAVED
AIAVYTC.ASHL	CLEAVED
ANATIAC.ASHL	CLEAVED
AHLTELC.ASHL	CLEAVED
AHTLHFC.ASHL	CLEAVED
ASANMHC.ASHL	CLEAVED
ASANMLC.ASHL	CLEAVED
AYDMADC.ASHL	CLEAVED
AYDMAEC.ASHL	CLEAVED
ADYMVDC.ASHL	CLEAVED
ADEIFDC.ASHL	CLEAVED
ADYMVVC.ASHL	CLEAVED
ADYMVYC.ASHL	CLEAVED
AMNYKHC.ASHL	CLEAVED
AETCYEC.ASHL	CLEAVED
ATTTKLC.ASHL	CLEAVED
ATTTKPC.ASHL	CLEAVED
AATMAMC.ASHL	CLEAVED
ALQITPC.ASHL	CLEAVED
ALCTQMC.ASHL	CLEAVED
ACNQILC.ASHL	CLEAVED
AITAMNC.ASHL	CLEAVED
AEINVQC.ASHL	CLEAVED
ALEYSNC.ASHL	CLEAVED
APDICNC.ASHL	CLEAVED
AHDLDDC.ASHL	CLEAVED
ASSNVAC.ASHL	CLEAVED
ATMTLNC.ASHL	CLEAVED
ATAFAYC.ASHL	CLEAVED
APVFTNC.ASHL	CLEAVED
ASSTALC.ASHL	CLEAVED
ASVISPC.ASHL	CLEAVED
ASNSYLC.ASHL	CLEAVED
APTMNNC.ASHL	CLEAVED
ASNIVPC.ASHL	CLEAVED
AQADISC.ASHL	CLEAVED
APTMNPC.ASHL	CLEAVED
ATTTRNC.ASHL	CLEAVED
APSAFMC.ASHL	CLEAVED
ANRTRLC.ASHL	CLEAVED
AEMTYNC.ASHL	CLEAVED
AYYTLTC.ASHL	CLEAVED
ANYTVNC.ASHL	CLEAVED
AHITIQC.ASHL	CLEAVED
AGYMNPC.ASHL	CLEAVED
ANTHVHC.ASHL	CLEAVED
AMATYPC.ASHL	CLEAVED
ADDMQEC.ASHL	CLEAVED
APQQWPC.ASHL	CLEAVED
ARLTTLC.ASHL	CLEAVED
ARLTTEC.ASHL	CLEAVED
AEDMEDC.ASHL	CLEAVED
AEDMEEC.ASHL	CLEAVED
ATALQVC.ASHL	CLEAVED
AQLLRTC.ASHL	CLEAVED
AAKPMPC.ASHL	CLEAVED
ALSLLPC.ASHL	CLEAVED
ALSLLTC.ASHL	CLEAVED
AEYMYDC.ASHL	CLEAVED
AYCHEDC.ASHL	CLEAVED
ANPLSPC.ASHL	CLEAVED
AHGISNC.ASHL	CLEAVED
AWQSKPC.ASHL	CLEAVED
AAHPWTC.ASHL	CLEAVED
ADEFEEC.ASHL	CLEAVED
ADEFEDC.ASHL	CLEAVED
ASVTLTC.ASHL	CLEAVED
ARTLNPC.ASHL	CLEAVED
AETWSLC.ASHL	CLEAVED
ALCQHAC.ASHL	CLEAVED
AMSTIDC.ASHL	CLEAVED
AYMESTC.ASHL	CLEAVED
AVYLHDC.ASHL	CLEAVED
APSAISC.ASHL	CLEAVED
AHEMEEC.ASHL	CLEAVED
AVKYTQC.ASHL	CLEAVED
AYSTLTC.ASHL	CLEAVED
AYSTLSC.ASHL	CLEAVED
AQQMMSC.ASHL	CLEAVED
ASTHSKC.ASHL	CLEAVED
AFEQTHC.ASHL	CLEAVED
AETPIPC.ASHL	CLEAVED
AEKHCSC.ASHL	CLEAVED
ADYMLYC.ASHL	CLEAVED
ARQWNLC.ASHL	CLEAVED
ASTAHDC.ASHL	CLEAVED
ASYVHPC.ASHL	CLEAVED
APREAPC.ASHL	CLEAVED
ARTMSNC.ASHL	CLEAVED
AQQTLTC.ASHL	CLEAVED
AHNTFLC.ASHL	CLEAVED
AEQLSQC.ASHL	CLEAVED
ATWCAFC.ASHL	CLEAVED
AIVAEPC.ASHL	CLEAVED
ATSYVNC.ASHL	CLEAVED
ALSAIPC.ASHL	CLEAVED
ALSAIQC.ASHL	CLEAVED
AEHYTQC.ASHL	CLEAVED
ASGQLLC.ASHL	CLEAVED
APCAETC.ASHL	CLEAVED
ASDTLSC.ASHL	CLEAVED
AVYLSDC.ASHL	CLEAVED
ANSLCPC.ASHL	CLEAVED
AYTSLNC.ASHL	CLEAVED
AIEYNNC.ASHL	CLEAVED
AGAGTNC.ASHL	CLEAVED
AHSSMNC.ASHL	CLEAVED
ASMLSTC.ASHL	CLEAVED
AKHILHC.ASHL	CLEAVED
AFRTNNC.ASHL	CLEAVED
ADVFEDC.ASHL	CLEAVED
AVYIEEC.ASHL	CLEAVED
ADYLFDC.ASHL	CLEAVED
ANSIYSC.ASHL	CLEAVED
AYATSMC.ASHL	CLEAVED
AITKTCC.ASHL	CLEAVED
AATTTLC.ASHL	CLEAVED
AVSLTTC.ASHL	CLEAVED
ACAEMRC.ASHL	CLEAVED
ALSQEPC.ASHL	CLEAVED
AQRYTKC.ASHL	CLEAVED
AQQTRPC.ASHL	CLEAVED
AHSTQCC.ASHL	CLEAVED
AYYMDYC.ASHL	CLEAVED
AYDEYHC.ASHL	CLEAVED
AKSLETC.ASHL	CLEAVED
ADFMVDC.ASHL	CLEAVED
ADFMVEC.ASHL	CLEAVED
AQTNVLC.ASHL	CLEAVED
AVMTHCC.ASHL	CLEAVED
AHLNICC.ASHL	CLEAVED
AFYMEEC.ASHL	CLEAVED
AVFMDDC.ASHL	CLEAVED
ADDLVYC.ASHL	CLEAVED
ADDLVVC.ASHL	CLEAVED
ADDLVEC.ASHL	CLEAVED
ADDLVDC.ASHL	CLEAVED
AMTEKQC.ASHL	CLEAVED
AHKTQLC.ASHL	CLEAVED
AWCFTQC.ASHL	CLEAVED
AARPIPC.ASHL	CLEAVED
ALIMQSC.ASHL	CLEAVED
AKHLTCC.ASHL	CLEAVED
AQHLINC.ASHL	CLEAVED
ASTTLSC.ASHL	CLEAVED
ASTTLNC.ASHL	CLEAVED
ATDLNNC.ASHL	CLEAVED
APSHVGC.ASHL	CLEAVED
AVYMYVC.ASHL	CLEAVED
AHISEQC.ASHL	CLEAVED
AWRNQNC.ASHL	CLEAVED
AHQYATC.ASHL	CLEAVED
ADEMFEC.ASHL	CLEAVED
ASTITMC.ASHL	CLEAVED
ATISHPC.ASHL	CLEAVED
AQTNVCC.ASHL	CLEAVED
ALTSFTC.ASHL	CLEAVED
ASFTTVC.ASHL	CLEAVED
AVSTADC.ASHL	CLEAVED
AYDYLPC.ASHL	CLEAVED
ANQTTNC.ASHL	CLEAVED
APSTVLC.ASHL	CLEAVED
ANLLTNC.ASHL	CLEAVED
ATILTSC.ASHL	CLEAVED
ADEINDC.ASHL	CLEAVED
AMSAVLC.ASHL	CLEAVED
ATTTSNC.ASHL	CLEAVED
ATTTSTC.ASHL	CLEAVED
AQHLTLC.ASHL	CLEAVED
AQHLTDC.ASHL	CLEAVED
AQHLTPC.ASHL	CLEAVED
AYDMFEC.ASHL	CLEAVED
AITHISC.ASHL	CLEAVED
AVQTNMC.ASHL	CLEAVED
AHDDTTC.ASHL	CLEAVED
ATVLTHC.ASHL	CLEAVED
ATVLTNC.ASHL	CLEAVED
ARVLTPC.ASHL	CLEAVED
ARNTVPC.ASHL	CLEAVED
AQSTLVC.ASHL	CLEAVED
ASSIKPC.ASHL	CLEAVED
AESTIAC.ASHL	CLEAVED
AAWEYPC.ASHL	CLEAVED
ANTPMLC.ASHL	CLEAVED
AYTAAYC.ASHL	CLEAVED
ADIPISC.ASHL	CLEAVED
ATRLHPC.ASHL	CLEAVED
ATRLHTC.ASHL	CLEAVED
ANFLTNC.ASHL	CLEAVED
ADDIHDC.ASHL	CLEAVED
APTQNMC.ASHL	CLEAVED
AMTTTAC.ASHL	CLEAVED
AAFTHPC.ASHL	CLEAVED
ARTQHAC.ASHL	CLEAVED
APQHIPC.ASHL	CLEAVED
ATSTLTC.ASHL	CLEAVED
AHTQINC.ASHL	CLEAVED
ASTEVLC.ASHL	CLEAVED
ARDIANC.ASHL	CLEAVED
ATVTLPC.ASHL	CLEAVED
AIYAHTC.ASHL	CLEAVED
ATVTLTC.ASHL	CLEAVED
AQYTLDC.ASHL	CLEAVED
ASIILQC.ASHL	CLEAVED
AWRKTNC.ASHL	CLEAVED
AAIDVSC.ASHL	CLEAVED
ASKQANC.ASHL	CLEAVED
AHKWTQC.ASHL	CLEAVED
ATHAELC.ASHL	CLEAVED
ATELYCC.ASHL	CLEAVED
AHSTMVC.ASHL	CLEAVED
ACKTTEC.ASHL	CLEAVED
ANAQITC.ASHL	CLEAVED
AQHSYQC.ASHL	CLEAVED
ACNLSPC.ASHL	CLEAVED
AHNTNNC.ASHL	CLEAVED
AFDLHYC.ASHL	CLEAVED
ASKVWPC.ASHL	CLEAVED
APETYTC.ASHL	CLEAVED
AYTIVNC.ASHL	CLEAVED
AAVYTNC.ASHL	CLEAVED
AADMDEC.ASHL	CLEAVED
AYNETTC.ASHL	CLEAVED
ADDNDDC.ASHL	CLEAVED
ANSLKTC.ASHL	CLEAVED
AQNTQMC.ASHL	CLEAVED
ALKMSMC.ASHL	CLEAVED
ALLETTC.ASHL	CLEAVED
AYTSDNC.ASHL	CLEAVED
APSFDQC.ASHL	CLEAVED
AYVMEYC.ASHL	CLEAVED
ASPLDTC.ASHL	CLEAVED
ARNTVIC.ASHL	CLEAVED
AFTVTHC.ASHL	CLEAVED
APVYTIC.ASHL	CLEAVED
AYATKLC.ASHL	CLEAVED
ASYHSLC.ASHL	CLEAVED
ASYYTMC.ASHL	CLEAVED
AQRIMSC.ASHL	CLEAVED
AITLTHC.ASHL	CLEAVED
AITLTNC.ASHL	CLEAVED
ATIDMLC.ASHL	CLEAVED
AITLTPC.ASHL	CLEAVED
APQSTHC.ASHL	CLEAVED
AFEMEDC.ASHL	CLEAVED
AFEMEEC.ASHL	CLEAVED
ANHWTPC.ASHL	CLEAVED
AQLDFNC.ASHL	CLEAVED
ALYLTKC.ASHL	CLEAVED
ATTFTHC.ASHL	CLEAVED
AAYYSIC.ASHL	CLEAVED
AQTQVVC.ASHL	CLEAVED
AHTVLAC.ASHL	CLEAVED
APNTYPC.ASHL	CLEAVED
ASQQYPC.ASHL	CLEAVED
AIETSLC.ASHL	CLEAVED
AHAILTC.ASHL	CLEAVED
AAFKWLC.ASHL	CLEAVED
ANTNINC.ASHL	CLEAVED
AHSLVTC.ASHL	CLEAVED
ASIFAPC.ASHL	CLEAVED
ATDLFPC.ASHL	CLEAVED
AELFQTC.ASHL	CLEAVED
ATNESTC.ASHL	CLEAVED
ALTCEPC.ASHL	CLEAVED
ATVFIPC.ASHL	CLEAVED
AAQMVTC.ASHL	CLEAVED
ADAANLC.ASHL	CLEAVED
ALNEYPC.ASHL	CLEAVED
ASNQTLC.ASHL	CLEAVED
ATLQVIC.ASHL	CLEAVED
ATRTMPC.ASHL	CLEAVED
AYRTTLC.ASHL	CLEAVED
AVSTICC.ASHL	CLEAVED
AYYMEYC.ASHL	CLEAVED
AYYMEVC.ASHL	CLEAVED
AYYMELC.ASHL	CLEAVED
AWYYTDC.ASHL	CLEAVED
AYYMEEC.ASHL	CLEAVED
AYYMEDC.ASHL	CLEAVED
ADYMFVC.ASHL	CLEAVED
ADYMFDC.ASHL	CLEAVED
ATLTEQC.ASHL	CLEAVED
AQVTTPC.ASHL	CLEAVED
ASELNLC.ASHL	CLEAVED
ADEMADC.ASHL	CLEAVED
ADEMAEC.ASHL	CLEAVED
AIYTTLC.ASHL	CLEAVED
ATQTQNC.ASHL	CLEAVED
ADYLLDC.ASHL	CLEAVED
AQASVNC.ASHL	CLEAVED
ATSWSQC.ASHL	CLEAVED
AWPLDHC.ASHL	CLEAVED
ANSNVHC.ASHL	CLEAVED
ANLSINC.ASHL	CLEAVED
ADFMEDC.ASHL	CLEAVED
ASMSFLC.ASHL	CLEAVED
ALWELQC.ASHL	CLEAVED
ADATQQC.ASHL	CLEAVED
ATYTLSC.ASHL	CLEAVED
ATYTLAC.ASHL	CLEAVED
AHDIDDC.ASHL	CLEAVED
AAMTTDC.ASHL	CLEAVED
AGLPCAC.ASHL	CLEAVED
ASPAREC.ASHL	CLEAVED
ARETRSC.ASHL	CLEAVED
AWTSFTC.ASHL	CLEAVED
AVSTTNC.ASHL	CLEAVED
AVSTTLC.ASHL	CLEAVED
AVSTTMC.ASHL	CLEAVED
AYCAQLC.ASHL	CLEAVED
AHTMQQC.ASHL	CLEAVED
AMSENTC.ASHL	CLEAVED
AYEFDYC.ASHL	CLEAVED
AFDIYDC.ASHL	CLEAVED
AIQLSNC.ASHL	CLEAVED
ARAARTC.ASHL	CLEAVED
ANSMQPC.ASHL	CLEAVED
ADKLMGC.ASHL	CLEAVED
ATYTSQC.ASHL	CLEAVED
AMATIAC.ASHL	CLEAVED
ATYTSTC.ASHL	CLEAVED
AILTINC.ASHL	CLEAVED
ATYYIPC.ASHL	CLEAVED
ANDTTLC.ASHL	CLEAVED
AFVIYDC.ASHL	CLEAVED
ATNPIPC.ASHL	CLEAVED
AFVIYYC.ASHL	CLEAVED
ARSTYPC.ASHL	CLEAVED
AYDIDVC.ASHL	CLEAVED
AHFSQDC.ASHL	CLEAVED
ADGEASC.ASHL	CLEAVED
ALRNITC.ASHL	CLEAVED
AVTIDWC.ASHL	CLEAVED
AYTTDYC.ASHL	CLEAVED
AYTTDPC.ASHL	CLEAVED
ADDMELC.ASHL	CLEAVED
ADDMEFC.ASHL	CLEAVED
ADDMEEC.ASHL	CLEAVED
ADDMEDC.ASHL	CLEAVED
ADDMEYC.ASHL	CLEAVED
ADDMEVC.ASHL	CLEAVED
AYYIVDC.ASHL	CLEAVED
AYYIVVC.ASHL	CLEAVED
AYYIVYC.ASHL	CLEAVED
AQATINC.ASHL	CLEAVED
AQATIDC.ASHL	CLEAVED
APTQQPC.ASHL	CLEAVED
AFSTVPC.ASHL	CLEAVED
ATELATC.ASHL	CLEAVED
AKASSKC.ASHL	CLEAVED
AQQLSTC.ASHL	CLEAVED
ALQESEC.ASHL	CLEAVED
APMNVNC.ASHL	CLEAVED
AYHTQAC.ASHL	CLEAVED
ANTYVVC.ASHL	CLEAVED
ANETIIC.ASHL	CLEAVED
AAATFSC.ASHL	CLEAVED
ADRPNTC.ASHL	CLEAVED
AQQTKNC.ASHL	CLEAVED
ASDFQTC.ASHL	CLEAVED
AQIDETC.ASHL	CLEAVED
AAKQTLC.ASHL	CLEAVED
AYNTYCC.ASHL	CLEAVED
AFVLDDC.ASHL	CLEAVED
AQRPIPC.ASHL	CLEAVED
ADDWNTC.ASHL	CLEAVED
AQMSTDC.ASHL	CLEAVED
ATTISTC.ASHL	CLEAVED
ASSHTLC.ASHL	CLEAVED
ADSTYLC.ASHL	CLEAVED
AYYIHYC.ASHL	CLEAVED
AHELTPC.ASHL	CLEAVED
ATTSEPC.ASHL	CLEAVED
AAILTKC.ASHL	CLEAVED
ASPLLPC.ASHL	CLEAVED
ADCLTTC.ASHL	CLEAVED
AMTQVPC.ASHL	CLEAVED
APSYFQC.ASHL	CLEAVED
AQYVQNC.ASHL	CLEAVED
AQQTTNC.ASHL	CLEAVED
ACYTTQC.ASHL	CLEAVED
AEELDEC.ASHL	CLEAVED
APDLTSC.ASHL	CLEAVED
AYAIAHC.ASHL	CLEAVED
ADSPHYC.ASHL	CLEAVED
ATLSNCC.ASHL	CLEAVED
AARISNC.ASHL	CLEAVED
AASLTLC.ASHL	CLEAVED
ARIHQPC.ASHL	CLEAVED
AANHTLC.ASHL	CLEAVED
AYETHEC.ASHL	CLEAVED
AELLLTC.ASHL	CLEAVED
ASTYTKC.ASHL	CLEAVED
ASQMSEC.ASHL	CLEAVED
ASHSLNC.ASHL	CLEAVED
ASLYSYC.ASHL	CLEAVED
AHEIHYC.ASHL	CLEAVED
AQNTINC.ASHL	CLEAVED
AQNTIIC.ASHL	CLEAVED
AHSSFLC.ASHL	CLEAVED
APNWQPC.ASHL	CLEAVED
AHAITRC.ASHL	CLEAVED
ATGTVTC.ASHL	CLEAVED
ATNLHLC.ASHL	CLEAVED
ATCVLSC.ASHL	CLEAVED
ADDLFDC.ASHL	CLEAVED
ADDLFVC.ASHL	CLEAVED
AVVMVDC.ASHL	CLEAVED
AVVMVEC.ASHL	CLEAVED
AVVMVVC.ASHL	CLEAVED
AIRHLPC.ASHL	CLEAVED
AISLTDC.ASHL	CLEAVED
ARNLTIC.ASHL	CLEAVED
ANVTKNC.ASHL	CLEAVED
ALATSDC.ASHL	CLEAVED
AVFQTNC.ASHL	CLEAVED
ALSMTDC.ASHL	CLEAVED
